label,source_path,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
one,training\data\one\000afa0a-f9d4-49fa-a005-1ded13e09016.jpg,0.0,0.0,0.0,0.014326423406600952,-0.01040428876876831,-0.004857365507632494,0.028355956077575684,-0.02741485834121704,-0.006893180776387453,0.029613584280014038,-0.050549328327178955,-0.008777808398008347,0.02321934700012207,-0.0661935806274414,-0.010424123145639896,0.02471017837524414,-0.061684638261795044,-0.004325922578573227,0.0284307599067688,-0.0929608941078186,-0.009897768497467041,0.02798333764076233,-0.11239773035049438,-0.01405689213424921,0.026955783367156982,-0.12897583842277527,-0.016879161819815636,0.01381787657737732,-0.06410390138626099,-0.0046912929974496365,0.013154923915863037,-0.07975897192955017,-0.012510674074292183,0.011081933975219727,-0.05784526467323303,-0.01484150905162096,0.01106184720993042,-0.04362568259239197,-0.01499810628592968,0.004226505756378174,-0.06409332156181335,-0.005628569051623344,0.0024236440658569336,-0.07801944017410278,-0.012861805967986584,0.0022146999835968018,-0.0572238564491272,-0.011246349662542343,0.0028859376907348633,-0.04413372278213501,-0.00854588858783245,-0.0053254663944244385,-0.0626237690448761,-0.007083814591169357,-0.005625933408737183,-0.07737267017364502,-0.011315996758639812,-0.004677236080169678,-0.06211245059967041,-0.009047620929777622,-0.0036716461181640625,-0.05048540234565735,-0.006323150359094143
one,training\data\one\000d0af3-e6d3-4065-ab9b-2871f882894d.jpg,0.0,0.0,0.0,0.023482918739318848,-0.018933594226837158,-0.02316463366150856,0.03675854206085205,-0.06111922860145569,-0.03405572846531868,0.018174827098846436,-0.10150685906410217,-0.04230520501732826,0.001621633768081665,-0.13272401690483093,-0.048060230910778046,0.03444093465805054,-0.13318708539009094,-0.021635711193084717,0.0359976589679718,-0.1976412534713745,-0.03975224122405052,0.03691491484642029,-0.23793622851371765,-0.04843229427933693,0.034755051136016846,-0.272804856300354,-0.05427217483520508,0.006508469581604004,-0.1274413764476776,-0.02001224458217621,0.0040239691734313965,-0.14814016222953796,-0.04183465242385864,0.007296890020370483,-0.09783178567886353,-0.04173199087381363,0.012142777442932129,-0.08486780524253845,-0.036728497594594955,-0.01660194993019104,-0.11301138997077942,-0.021870292723178864,-0.021731913089752197,-0.12058910727500916,-0.04512391611933708,-0.012487947940826416,-0.07710546255111694,-0.03716597333550453,-0.004687786102294922,-0.07465764880180359,-0.0268925279378891,-0.038895249366760254,-0.09302273392677307,-0.025982659310102463,-0.04122424125671387,-0.09977558255195618,-0.04100210964679718,-0.03089725971221924,-0.07010355591773987,-0.0344831719994545,-0.024060606956481934,-0.06671002507209778,-0.02658925950527191
one,training\data\one\000ed8e7-aac6-404f-be19-797dc75b9353.jpg,0.0,0.0,0.0,-0.007863938808441162,-0.018958449363708496,-0.004268130287528038,-0.010270416736602783,-0.03992307186126709,-0.006090894807130098,-0.0032070279121398926,-0.054368793964385986,-0.008133342489600182,0.004528820514678955,-0.05903765559196472,-0.009786517359316349,-0.01002657413482666,-0.06139644980430603,3.1844003387959674e-05,-0.010933160781860352,-0.08331003785133362,-0.004132645670324564,-0.011376619338989258,-0.09730350971221924,-0.006770866457372904,-0.01131594181060791,-0.11008813977241516,-0.00856816302984953,-0.0021994709968566895,-0.05825892090797424,-0.0005783910164609551,0.0002524852752685547,-0.07305541634559631,-0.007575282361358404,-0.0008805394172668457,-0.0579833984375,-0.009594868868589401,-0.001619875431060791,-0.04754471778869629,-0.008806128054857254,0.004836320877075195,-0.05200543999671936,-0.0020387209951877594,0.006044328212738037,-0.05933660268783569,-0.00918461475521326,0.0033909082412719727,-0.04464977979660034,-0.008099918253719807,0.002745389938354492,-0.036727845668792725,-0.004969562403857708,0.010658740997314453,-0.04290813207626343,-0.003925437107682228,0.011379063129425049,-0.050675392150878906,-0.00751078873872757,0.008527517318725586,-0.04051083326339722,-0.005431750323623419,0.007414877414703369,-0.033693164587020874,-0.002654346637427807
one,training\data\one\001aef17-bd2c-4e06-bcdf-620ae1d7ff94.jpg,0.0,0.0,0.0,0.051041215658187866,0.00010335445404052734,-0.02002064883708954,0.08529818058013916,0.024433016777038574,-0.028829684481024742,0.10150671005249023,0.05612736940383911,-0.0327540785074234,0.11355197429656982,0.08031332492828369,-0.03423577547073364,0.05775105953216553,0.0536990761756897,-0.03009721077978611,0.0908288061618805,0.09115654230117798,-0.04121388867497444,0.11733284592628479,0.10162472724914551,-0.046328235417604446,0.13671910762786865,0.10419535636901855,-0.04778569936752319,0.03304281830787659,0.06304597854614258,-0.021699680015444756,0.0729297399520874,0.09588611125946045,-0.02921333722770214,0.1036258339881897,0.10368615388870239,-0.029484199360013008,0.1251733899116516,0.10327768325805664,-0.029065106064081192,0.018886268138885498,0.06630808115005493,-0.014190368354320526,0.06002837419509888,0.0938679575920105,-0.020398370921611786,0.0878424346446991,0.10011780261993408,-0.01767476089298725,0.10685569047927856,0.09958672523498535,-0.014998101629316807,0.012475907802581787,0.06655335426330566,-0.008047019131481647,0.04871928691864014,0.08708149194717407,-0.013853589072823524,0.07304659485816956,0.09419912099838257,-0.012803109362721443,0.09006816148757935,0.09602618217468262,-0.010539776645600796
one,training\data\one\001e960f-2741-4d48-aa7d-b99f92add083.jpg,0.0,0.0,0.0,0.01437850296497345,-0.014748811721801758,-0.012606576085090637,0.008904799818992615,-0.033332228660583496,-0.020360324531793594,-0.008791863918304443,-0.04626256227493286,-0.027968600392341614,-0.023287206888198853,-0.05564242601394653,-0.03501362353563309,0.008095592260360718,-0.05976712703704834,-0.014285292476415634,0.013346672058105469,-0.08728152513504028,-0.02580253966152668,0.016672521829605103,-0.10601896047592163,-0.033633407205343246,0.01787373423576355,-0.12035155296325684,-0.039117418229579926,-0.010364457964897156,-0.054747581481933594,-0.014515816234052181,-0.026371493935585022,-0.06774389743804932,-0.02966785617172718,-0.025797396898269653,-0.06173896789550781,-0.03449367731809616,-0.022765502333641052,-0.05575120449066162,-0.03524245321750641,-0.02388949692249298,-0.04478174448013306,-0.01601118966937065,-0.03467869758605957,-0.05079895257949829,-0.028105895966291428,-0.02363380789756775,-0.04344367980957031,-0.025632476434111595,-0.014679595828056335,-0.038531482219696045,-0.02150394208729267,-0.03264935314655304,-0.03194749355316162,-0.01904292032122612,-0.03966093063354492,-0.03748136758804321,-0.025344589725136757,-0.03337378799915314,-0.03270500898361206,-0.02129186876118183,-0.02766701579093933,-0.02922213077545166,-0.01655934378504753
one,training\data\one\00ab7d36-3ba2-49b8-b8fc-0a9232bd8e7d.jpg,0.0,0.0,0.0,-0.022932052612304688,-0.020961105823516846,-0.013449238613247871,-0.03319251537322998,-0.054256588220596313,-0.01631588488817215,-0.01928156614303589,-0.08104971051216125,-0.019280800595879555,-0.00040161609649658203,-0.09674528241157532,-0.021255765110254288,-0.029530465602874756,-0.07282513380050659,0.0089787058532238,-0.03446245193481445,-0.09988763928413391,-0.0005107352044433355,-0.03730696439743042,-0.11667993664741516,-0.004107788670808077,-0.033013105392456055,-0.132417231798172,-0.006275911349803209,-0.007002294063568115,-0.06837895512580872,0.009224362671375275,-0.0015987157821655273,-0.09121507406234741,-0.012632953003048897,-0.01011425256729126,-0.06954574584960938,-0.016635073348879814,-0.008786916732788086,-0.05488130450248718,-0.010381193831562996,0.012235581874847412,-0.06052350997924805,0.006145504303276539,0.012624263763427734,-0.07641986012458801,-0.019691234454512596,0.00038760900497436523,-0.052942872047424316,-0.018501946702599525,0.003186166286468506,-0.04112926125526428,-0.008105055429041386,0.03005349636077881,-0.05048063397407532,0.0024574333801865578,0.02140897512435913,-0.06212586164474487,-0.015528134070336819,0.012547194957733154,-0.044598549604415894,-0.014893920160830021,0.016234517097473145,-0.03468921780586243,-0.008695614524185658
one,training\data\one\00afef03-b603-4abb-aa08-787c580b1f7b.jpg,0.0,0.0,0.0,0.02762278914451599,-0.021579861640930176,-0.00982280820608139,0.043633878231048584,-0.063240647315979,-0.014163898304104805,0.04204711318016052,-0.09933096170425415,-0.018850011751055717,0.029200702905654907,-0.12295213341712952,-0.02347167395055294,0.03420966863632202,-0.1093299388885498,-0.008758984506130219,0.03944802284240723,-0.16106736660003662,-0.019312158226966858,0.041619718074798584,-0.1928843855857849,-0.026279717683792114,0.042845696210861206,-0.22054046392440796,-0.03165975213050842,0.01417231559753418,-0.1075095534324646,-0.011231723241508007,0.015740960836410522,-0.1429404318332672,-0.029947608709335327,0.017699331045150757,-0.1053318977355957,-0.03491148725152016,0.01762145757675171,-0.0754629373550415,-0.03383079543709755,-0.005339145660400391,-0.09893620014190674,-0.014750045724213123,-0.0024043023586273193,-0.12599465250968933,-0.03341643512248993,0.004060864448547363,-0.08954465389251709,-0.03019879199564457,0.005103647708892822,-0.06280714273452759,-0.022959798574447632,-0.02548527717590332,-0.08651292324066162,-0.019141167402267456,-0.019257664680480957,-0.11010676622390747,-0.03281005099415779,-0.011326640844345093,-0.0861770510673523,-0.029870200902223587,-0.009463995695114136,-0.06582731008529663,-0.024366533383727074
one,training\data\one\00b00344-9322-4da6-8cdd-db992bb585f1.jpg,0.0,0.0,0.0,0.016447007656097412,-0.006708592176437378,-0.008512458764016628,0.025715410709381104,-0.0215664803981781,-0.011687619611620903,0.018115803599357605,-0.03499293327331543,-0.014439565129578114,0.0074100494384765625,-0.04405602812767029,-0.01662927120923996,0.026205211877822876,-0.04004013538360596,-0.005778081249445677,0.028049439191818237,-0.0595281720161438,-0.013405832462012768,0.02688157558441162,-0.07269483804702759,-0.01880846731364727,0.02522599697113037,-0.08385851979255676,-0.022884974256157875,0.011652186512947083,-0.03938820958137512,-0.006728515960276127,0.006345763802528381,-0.05196419358253479,-0.018559549003839493,0.00641709566116333,-0.040169596672058105,-0.022726669907569885,0.009234502911567688,-0.030942797660827637,-0.022854821756482124,-0.0015734881162643433,-0.036218345165252686,-0.008778491988778114,-0.005881994962692261,-0.045548856258392334,-0.021264605224132538,-0.0026481449604034424,-0.03334972262382507,-0.02050868235528469,0.001677006483078003,-0.026324152946472168,-0.01682925410568714,-0.013506010174751282,-0.03072589635848999,-0.011580067686736584,-0.014862746000289917,-0.037745118141174316,-0.020350754261016846,-0.011430308222770691,-0.029073119163513184,-0.01848542131483555,-0.007985755801200867,-0.02329343557357788,-0.015009975992143154
one,training\data\one\00b40400-44ec-4c52-b41a-ad7b6dd7b8da.jpg,0.0,0.0,0.0,0.022739171981811523,-0.015055447816848755,-0.011068563908338547,0.03771534562110901,-0.030862957239151,-0.02191307581961155,0.042061418294906616,-0.04393744468688965,-0.03366812318563461,0.029310017824172974,-0.053761810064315796,-0.04502302408218384,0.024004727602005005,-0.07392874360084534,-0.01998819224536419,0.0280400812625885,-0.10586908459663391,-0.0366673469543457,0.02871495485305786,-0.1262507438659668,-0.04779394716024399,0.028102964162826538,-0.143546462059021,-0.05547057092189789,0.0007435083389282227,-0.07066860795021057,-0.024869324639439583,0.009866833686828613,-0.08230847120285034,-0.049145571887493134,0.018524616956710815,-0.06018984317779541,-0.05575983226299286,0.021223098039627075,-0.042864710092544556,-0.05584319680929184,-0.020277589559555054,-0.06283238530158997,-0.03066875971853733,-0.008491843938827515,-0.06643056869506836,-0.051955245435237885,0.002404928207397461,-0.045597225427627563,-0.04863157868385315,0.00611385703086853,-0.0312553346157074,-0.041553787887096405,-0.03904290497303009,-0.05184289813041687,-0.03770100325345993,-0.027347445487976074,-0.055906713008880615,-0.05019395053386688,-0.015206992626190186,-0.04304671287536621,-0.04595144838094711,-0.009146332740783691,-0.03325682878494263,-0.03979717195034027
one,training\data\one\00b43d0a-f53c-495c-9f0b-f7690b35ce08.jpg,0.0,0.0,0.0,-0.037492454051971436,-0.031024694442749023,-0.019455043599009514,-0.062026023864746094,-0.06720352172851562,-0.034867964684963226,-0.06430727243423462,-0.0983353853225708,-0.052997179329395294,-0.034012675285339355,-0.10806131362915039,-0.07001861929893494,-0.02810955047607422,-0.111477792263031,-0.007790303789079189,-0.03127086162567139,-0.15591591596603394,-0.034807320684194565,-0.035244882106781006,-0.18258565664291382,-0.05172308534383774,-0.03380471467971802,-0.20500043034553528,-0.06317683309316635,0.00509953498840332,-0.10443383455276489,-0.011726136319339275,-0.0030794739723205566,-0.12674683332443237,-0.05207657441496849,-0.017540037631988525,-0.09176057577133179,-0.06148363649845123,-0.022060751914978027,-0.06614679098129272,-0.05808015540242195,0.036656081676483154,-0.09170830249786377,-0.020013680681586266,0.026197612285614014,-0.10840904712677002,-0.05699703469872475,0.005210280418395996,-0.07501500844955444,-0.04886496812105179,-0.002184450626373291,-0.052581727504730225,-0.03279254585504532,0.06475675106048584,-0.07370889186859131,-0.030661266297101974,0.0517040491104126,-0.08699291944503784,-0.051686447113752365,0.030924737453460693,-0.06642240285873413,-0.04494225233793259,0.023832261562347412,-0.0510595440864563,-0.034143127501010895
